basePrice,batterySize,capacities,frontCamera,memory,opSys,pricing,rearCamera,released,screen,screenRes,screenType,sensors,title
,Non-removable Li-Ion 2300 mAh battery,,VGA,8GB 1GB RAM,"Android 4.3 (Jelly Bean), upgradable to 5.1 (Lollipop)",,"8 MP, f/2.4, AF","2014, February","4.8 inches, 63.5 cm, (~63.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~229 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Sony Xperia M2
,Removable Li-Ion 225 mAh battery,,,,Android OS compatible,,No,"2013, June","1.6 inches, 8.1 cm, (~46.8% screen-to-body ratio)",220 x 176 pixels (~176 ppi density),Capacitive touchscreen,Yes,Sony SmartWatch 2 SW2
,Non-removable Li-Po 420 mAh battery,,,4GB 512MB RAM,Android Wear OS,,No,"2014, February","1.6 inches, 8.3 cm, (~45.0% screen-to-body ratio)","320 x 320 pixels, 1:1 ratio (~283 ppi density)","TFT capacitive touchscreen, 65K colors","Accelerometer, gyro, compass",Sony SmartWatch 3 SWR50
,Non-removable Li-Ion 2500 mAh battery,,1.1 MP,8GB 1GB RAM,Android 4.4.2 (KitKat),,"8 MP, f/2.4, AF","2014, June","5.3 inches, 77.4 cm, (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia T3
,Non-removable Li-Ion 3000 mAh battery,,VGA,16GB 3GB RAM,Android 4.4.2 (KitKat),,"20.7 MP, 1/2.3"", AF","2014, June","5.0 inches, 68.9 cm, (~69.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass, barometer",Sony Xperia Z2a
,Non-removable Li-Ion 2500 mAh battery,,"5 MP, f/2.3",8GB 1GB RAM,"Android 4.4.2 (KitKat), upgradable to 5.1 (Lollipop)",,"8 MP, f/2.3, AF","2014, July","5.5 inches, 83.4 cm, (~67.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Sony Xperia C3
,Non-removable Li-Ion 2500 mAh battery,,"5 MP, f/2.3",8GB 1GB RAM,"Android 4.4.2 (KitKat), upgradable to 5.1 (Lollipop)",,"8 MP, f/2.3, AF","2014, July","5.5 inches, 83.4 cm, (~67.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Sony Xperia C3 Dual
,Non-removable Li-Ion 3080 mAh battery,,VGA,4GB 1GB RAM,"Android 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)",,"5 MP, AF","2012, Q1. Released 2012, September","5.5 inches, 75.0 cm, (~26.4% screen-to-body ratio)",1024 x 480 pixels (~206 ppi density),"Dual TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Sony Tablet P
,Non-removable Li-Ion 1900 mAh battery,,1.3 MP,16GB 1GB RAM,"Android 2.3 (Gingerbread), 4.0 (Ice Cream Sandwich), upgradable to 4.1.2 (Jelly Bean)",,"12 MP, AF","2012, January. Released 2012, June","4.55 inches, 57.1 cm, (~63.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~323 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia ion LTE
,Non-removable Li-Ion 1900 mAh battery,,1.3 MP,"13.2GB (12.9GB user available), 1GB RAM","Android 2.3 (Gingerbread), upgradable to 4.1.2 (Jelly Bean)",,"12 MP, AF","2012, April. Released 2012, June","4.55 inches, 57.1 cm, (~63.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~323 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia ion HSPA
,Non-removable Li-Ion 1750 mAh battery,,1.3 MP,32GB 1GB RAM,"Android 2.3 (Gingerbread), upgradable to 4.1.2 (Jelly Bean)",,"12 MP, AF","2012, January. Released 2012, February","4.3 inches, 51.0 cm, (~62.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia S
,Non-removable Li-Ion 1305 mAh battery,,VGA,"16GB (13GB user available), 1GB RAM","Android 2.3 (Gingerbread), upgradable to 4.1 (Jelly Bean)",,"8 MP, AF","2012, February. Released 2012, May","4.0 inches, 44.1 cm, (~60.8% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~275 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia P
,Removable Li-Ion 1320 mAh battery,,VGA,"8GB (4GB user available), 512MB RAM","Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",,"5 MP, AF","2012, February. Released 2012, May","3.5 inches, 33.8 cm, (~55.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~280 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Sony Xperia U
,Non-removable Li-Ion 1320 mAh battery,,No,"8GB (5GB user available), 512MB RAM","Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",,"5 MP, AF","2012, March. Released 2012, May","3.7 inches, 37.7 cm, (~55.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Sony Xperia sola
,Removable Li-Po 1500 mAh battery,,VGA,"1GB (300MB user available), 512MB RAM",Android 4.0.4 (Ice Cream Sandwich),,"5 MP, AF","2012, March. Released 2012, June","4.0 inches, 44.1 cm, (~59.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~245 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Sony Xperia neo L
,Removable Li-Ion 1900 mAh battery,,1.3 MP,11GB 1GB RAM,Android 2.3 (Gingerbread),,"12 MP, AF","2012, May. Released 2012, Q4","4.3 inches, 51.0 cm, (~61.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia acro HD SOI12
,Removable Li-Ion 1910 mAh battery,,1.3 MP,11GB 1GB RAM,Android 2.3 (Gingerbread),,"12 MP, AF","2012, May. Released 2012, September","4.3 inches, 51.0 cm, (~61.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia acro HD SO-03D
,Removable Li-Ion 1700 mAh battery,,1.3 MP,16GB 1GB RAM,Android 4.0 (Ice Cream Sandwich),,"13 MP, AF","2012, May. Released 2012, August","4.6 inches, 58.3 cm, (~64.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~319 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia GX SO-04D
,Removable Li-Ion 1500 mAh battery,,VGA,4GB 1GB RAM,Android 4.0 (Ice Cream Sandwich),,"8 MP, AF","2012, May. Released 2012, September","3.7 inches, 37.7 cm, (~60.8% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~298 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia SX SO-05D
,Non-removable Li-Ion 1910 mAh battery,,1.3 MP,"16GB (11GB user available), 1GB RAM","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1.2 (Jelly Bean)",,"12 MP, AF","2012, May. Released 2012, August","4.3 inches, 51.0 cm, (~61.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia acro S
,Non-removable Li-Ion 1305 mAh battery,,No,"8GB (4GB user available), 512MB RAM","Android 2.3 (Gingerbread), upgradable to 4.1.2 (Jelly Bean)",,"5 MP, AF","2012, May. Released 2012, July","3.5 inches, 36.5 cm, (~54.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Sony Xperia go
,Removable Li-Ion 1500 mAh battery,,VGA,"4GB (2.2GB user available), 512MB RAM",Android 4.0 (Ice Cream Sandwich),,"5 MP, AF","2012, June. Released 2012, September","3.5 inches, 36.5 cm, (~54.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","TFT, capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Sony Xperia miro
,Removable Li-Ion 1500 mAh battery,,No,"2.9GB (2.5GB user available), 512MB RAM",Android 4.0.4 (Ice Cream Sandwich),,3.15 MP,"2012, June. Released 2012, August","3.2 inches, 30.5 cm, (~51.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","TFT capacitive touchscreen, 256K colors","Accelerometer, proximity",Sony Xperia tipo
,Removable Li-Ion battery,,,,,,No,"2001, Q4",,"96 x 92 pixels, 6 lines, 1:1 ratio","Grayscale graphic, 4 shades",,Sony CMD J70
,Removable Li-Po battery,,,,,,No,"2001, Q4",,"96 x 92 pixels, 6 lines, 1:1 ratio","Grayscale graphic, 4 shades",,Sony CMD Z7
,Non-removable Li-Ion battery,,VGA,"16GB 1GB RAM, 32GB 1GB RAM","Android 3.1 (Honeycomb), upgradable to 4.0.3 (Ice Cream Sandwich)",,"5 MP, AF","2011, August. Released 2011, September","9.4 inches, 256.2 cm, (~60.9% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~161 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Sony Tablet S
,Non-removable Li-Ion battery,,VGA,"16GB 1GB RAM, 32GB 1GB RAM","Android 3.2 (Honeycomb), upgradable to 4.0.3 (Ice Cream Sandwich)",,"5 MP, AF","2011, August. Released 2011, September","9.4 inches, 256.2 cm, (~60.9% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~161 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Sony Tablet S 3G
,Non-removable Li-Ion 3080 mAh battery,,VGA,4GB 1GB RAM,"Android 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)",,"5 MP, AF","2011, August. Released 2011, November","5.5 inches, 75.0 cm, (~26.4% screen-to-body ratio)",1024 x 480 pixels (~206 ppi density),"Dual TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Sony Tablet P 3G
,Removable Li-Ion 1500 mAh battery,,No,"2.9GB (2.5GB user available), 512MB RAM",Android 4.0.3 (Ice Cream Sandwich),,3.15 MP,"2012, June. Released 2012, September","3.2 inches, 30.5 cm, (~51.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","TFT capacitive touchscreen, 256K colors","Accelerometer, proximity",Sony Xperia tipo dual
,Non-removable Li-Ion 1750 mAh battery,,1.3 MP,32GB 1GB RAM,"Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.1.2 (Jelly Bean)",,"12 MP, AF","2012, August. Released 2012, September","4.3 inches, 51.0 cm, (~62.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia SL
,Non-removable Li-Ion 1850 mAh battery,,1.3 MP,16GB 1GB RAM,"Android 4.0.4 (Ice Cream Sandwich), upgradаble to 4.3 (Jelly Bean)",,"13 MP, AF","2012, August. Released 2012, September","4.55 inches, 57.1 cm, (~65.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~323 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia T
,Removable Li-Ion 1750 mAh battery,,1.3 MP,16GB 1GB RAM,"Android 4.0.4 (Ice Cream Sandwich), upgradаble to 4.3 (Jelly Bean)",,"13 MP, AF","2012, August. Released 2012, October","4.55 inches, 57.1 cm, (~63.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~323 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia TX
,Removable Li-Ion 1750 mAh battery,,VGA,"4GB (2GB user available), 512MB RAM","Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.1.2 (Jelly Bean)",,"5 MP, AF","2012, August. Released 2012, October","4.0 inches, 44.1 cm, (~58.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~245 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Sony Xperia J
,Removable Li-Ion 1750 mAh battery,,VGA,8GB 1GB RAM,"Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.3 (Jelly Bean)",,"13 MP, AF","2012, August. Released 2012, December","4.3 inches, 51.0 cm, (~60.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia V
,Non-removable Li-Ion 6000 mAh battery,,1 MP,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","Android 4.0.3 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",,"8 MP, AF","2012, August. Released 2012, September","9.4 inches, 256.2 cm, (~61.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~161 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Sony Xperia Tablet S
,Non-removable Li-Ion 6000 mAh battery,,1 MP,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","Android 4.0.3 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",,"8 MP, AF","2012, August. Released 2012, October","9.4 inches, 256.2 cm, (~61.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~161 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Sony Xperia Tablet S 3G
,Non-removable Li-Ion 1850 mAh battery,,1.3 MP,16GB 1GB RAM,Android 4.0.4 (Ice Cream Sandwich),,"13 MP, AF","2012, October. Released 2012, November","4.55 inches, 57.1 cm, (~65.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~323 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia T LTE
,Non-removable Li-Ion 3420 mAh battery,,13 MP,64GB 4GB RAM,Android 8.0 (Oreo),,"19 MP, predictive PDAF, Laser AF",Not announced yet,"5.7 inches, 83.8 cm, (~76.0% screen-to-body ratio)","2160 x 4320 pixels, 18:9 ratio (~847 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (side-mounted, region dependent), accelerometer, gyro, proximity, barometer, compass, color spectrum",Sony Xperia H8541
,Non-removable Li-Ion 4280 mAh battery,,"16 MP, f/2.0, 23mm (wide), 1/2.6""",32GB 3GB RAM,Android 6.0 (Marshmallow),,"23 MP, PDAF",Not announced yet,"6.0 inches, 99.2 cm","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","IPS-NEO LCD capacitive touchscreen, 16M colors","Fingerprint (side-mounted), accelerometer, proximity, compass",Sony Xperia M Ultra
,Non-removable battery,,"13 MP, f/2.0, 22mm (wide), 1/3""","32GB 3GB RAM, 64GB 3GB RAM",Android 6.0.1 (Marshmallow),,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF",Not announced yet,"5.5 inches, 83.4 cm","2160 x 3840 pixels, 16:9 ratio (~801 ppi density)","IPS HDR LCD capacitive touchscreen, 1.07 billion colors","Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass",Sony Xperia X Premium
,Removable Li-Ion battery,,2 MP,8GB 1GB RAM,Android 4.4.4 (KitKat); Timescape UI,,5 MP,"Exp. announcement 2015, Q3","4.0 inches, 44.1 cm","540 x 960 pixels, 16:9 ratio (~275 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Sony Xperia E1 II
,Non-removable Li-Ion 4000 mAh battery,,Yes,"16GB 3GB RAM, 32GB 3GB RAM",Android 5.0 (Lollipop),,"16 MP, AF","Exp. announcement 2015, Q3","6.44 inches, 114.3 cm","1080 x 1920 pixels, 16:9 ratio (~342 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass, barometer",Sony Xperia Z4 Ultra
,Removable Li-Ion battery,,VGA,"8GB 1GB RAM, 16GB 1GB RAM",Android 4.4.2 (KitKat),,"8 MP, AF","Exp. announcement 2014, Q3","4.4 inches, 53.4 cm, (~62.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~250 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Sony D 2403
,Non-removable battery,,2.2 MP,32GB 2GB RAM,Android 4.2 (Jelly Bean),,"13.1 MP, AF",Exp. announcement 2013. Released Exp. release 2013,"4.8 inches, 63.5 cm, (~52.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~459 ppi density)","Capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia C670X
,Non-removable Li-Ion 3000 mAh battery,,5 MP,"16GB 3GB RAM, 32GB 3GB RAM",Android 5.0 (Lollipop),,"20.7 MP, 1/2.3"", AF","Exp. announcement 2015, Q3","4.7 inches, 60.9 cm","1080 x 1920 pixels, 16:9 ratio (~469 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass, barometer",Sony Xperia Z4 Compact
,Removable Li-Ion 1350 mAh battery,,,,,,No,1997,,4 x 16 chars,Monochrome graphic,,Sony CM-DX 1000
,Removable Li-Ion 1800 mAh battery,,,,,,No,1997,,"97 x 33 pixels, 4 x 16 chars",Monochrome graphic,,Sony CM-DX 2000
,Removable Li-Ion 730 mAh battery,,,,,,No,1997,,"97 x 32 pixels, 5 lines",Monochrome graphic,,Sony CMD Z1
,Removable Li-Ion 600 mAh battery,,,,,,No,1997,,"97 x 32 pixels, 5 lines",Monochrome graphic,,Sony CMD Z1 plus
,Removable Li-Ion 500 mAh battery,,,,,,No,1999,,"97 x 32 pixels, 4 lines",Monochrome graphic,,Sony CMD C1
,Removable Li-Ion 500 mAh battery,,,,,,No,2000,,"97 x 32 pixels, 4 lines",Monochrome graphic,,Sony CMD CD5
,Removable Li-Ion 500 mAh battery,,,,,,No,2000,,"96x72 pixels, 5 lines","Grayscale graphic, 4 shades",,Sony CMD Z5
,Removable Li-Ion 620 mAh battery,,,,,,No,May 2001,,"96 x 72 pixels, 5 lines, 4:3 ratio","Grayscale graphic, 4 shades",,Sony CMD MZ5
,Non-removable Li-Ion 3050 mAh battery,,13 MP,64GB 4GB RAM,Android 7.0 (Nougat),,"19 MP, AF",Not announced yet,"6.45 inches, 107.4 cm","1440 x 2880 pixels, 18:9 ratio (~499 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia X Ultra
,Removable Li-Ion 1700 mAh battery,,Yes,1GB RAM,Android 4.0 (Ice Cream Sandwich),,"13 MP, AF","Exp. announcement 2012, August","4.6 inches, 58.3 cm, (~64.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~319 ppi density)","LED-backlit LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Sony Xperia LT29i Hayabusa
,Removable Li-Ion battery,,,,,,No,2001,,"96 x 92 pixels, 6 lines, 1:1 ratio","Grayscale graphic, 4 shades",,Sony CMD J6
,Removable Li-Ion battery,,,,,,No,"2001, Q4",,"96 x 92 pixels, 6 lines, 1:1 ratio","Grayscale graphic, 4 shades",,Sony CMD J7
,Removable Li-Ion battery,,,,,,No,2000,,"96 x 92 pixels, 6 lines, 1:1 ratio","Grayscale graphic, 4 shades",,Sony CMD J5
